學生ID,班級,科目,期中成績,期末成績,平時成績,出席率(%),作業完成率(%)
S133,三年C班,數學,69,73,80,81,83
S133,三年C班,自然,51,67,62,81,83
S133,三年C班,社會,79,79,77,81,83
S134,三年C班,國文,77,67,77,89,78
S134,三年C班,英文,81,93,76,89,78
S134,三年C班,數學,73,84,88,89,78
S134,三年C班,自然,65,75,79,89,78
S134,三年C班,社會,71,71,80,89,78
S135,三年C班,國文,57,64,59,99,88
S135,三年C班,英文,60,74,47,99,88
S135,三年C班,數學,39,35,45,99,88
S135,三年C班,自然,88,100,100,99,88
S135,三年C班,社會,86,85,88,99,88
S136,三年C班,國文,63,76,64,86,52
S136,三年C班,英文,45,57,39,86,52
S136,三年C班,數學,59,77,62,86,52
S136,三年C班,自然,37,36,38,86,52
S136,三年C班,社會,65,54,52,86,52
S137,三年D班,國文,99,100,100,84,76
S137,三年D班,英文,60,69,74,84,76
S137,三年D班,數學,62,58,59,84,76
S137,三年D班,自然,41,49,55,84,76
S137,三年D班,社會,65,82,83,84,76
S138,三年D班,國文,68,74,63,100,70
S138,三年D班,英文,88,87,75,100,70
S138,三年D班,數學,54,62,58,100,70
S138,三年D班,自然,73,75,89,100,70
S138,三年D班,社會,72,84,81,100,70
S139,三年D班,國文,60,71,63,94,52
S139,三年D班,英文,61,56,68,94,52
S139,三年D班,數學,50,32,26,94,52
S139,三年D班,自然,78,86,84,94,52
S139,三年D班,社會,77,98,89,94,52
S140,三年D班,國文,92,95,92,83,98
S140,三年D班,英文,77,95,97,83,98
S140,三年D班,數學,59,67,64,83,98
S140,三年D班,自然,87,100,96,83,98
S140,三年D班,社會,76,72,69,83,98
S141,三年D班,國文,77,65,56,79,81
S141,三年D班,英文,63,68,62,79,81
S141,三年D班,數學,51,64,56,79,81
S141,三年D班,自然,80,80,76,79,81
S141,三年D班,社會,75,63,69,79,81
S142,三年D班,國文,88,93,89,99,65
S142,三年D班,英文,80,80,93,99,65
S142,三年D班,數學,45,51,35,99,65
S142,三年D班,自然,75,75,89,99,65
S142,三年D班,社會,96,100,100,99,65
S143,三年D班,國文,70,75,87,73,93
S143,三年D班,英文,67,87,70,73,93
S143,三年D班,數學,51,52,52,73,93
S143,三年D班,自然,57,62,66,73,93
S143,三年D班,社會,69,61,58,73,93
S144,三年D班,國文,65,59,54,99,54
S144,三年D班,英文,71,75,85,99,54
S144,三年D班,數學,73,62,77,99,54
S144,三年D班,自然,60,61,45,99,54
S144,三年D班,社會,63,55,49,99,54
S145,三年D班,國文,54,50,42,83,50
S145,三年D班,英文,54,56,72,83,50
S145,三年D班,數學,49,63,61,83,50
S145,三年D班,自然,74,82,86,83,50
S145,三年D班,社會,83,78,77,83,50
S146,三年D班,國文,78,88,91,78,92
S146,三年D班,英文,67,76,56,78,92
S146,三年D班,數學,41,27,38,78,92
S146,三年D班,自然,58,54,55,78,92
S146,三年D班,社會,77,80,90,78,92
S147,三年D班,國文,65,61,65,83,58
S147,三年D班,英文,49,46,44,83,58
S147,三年D班,數學,75,54,57,83,58
S147,三年D班,自然,52,66,54,83,58
S147,三年D班,社會,55,49,48,83,58
S148,三年D班,國文,98,100,100,94,80
S148,三年D班,英文,45,34,47,94,80
S148,三年D班,數學,71,71,100,94,80
S148,三年D班,自然,62,47,44,94,80
S148,三年D班,社會,69,83,89,94,80
S149,三年D班,國文,71,66,63,62,64
S149,三年D班,英文,52,41,63,62,64
S149,三年D班,數學,83,86,84,62,64
S149,三年D班,自然,61,56,54,62,64
S149,三年D班,社會,62,76,66,62,64
S150,三年D班,國文,100,100,100,74,83
S150,三年D班,英文,70,76,75,74,83
S150,三年D班,數學,82,87,91,74,83
S150,三年D班,自然,79,69,82,74,83
S150,三年D班,社會,86,79,78,74,83
S151,三年D班,國文,80,87,88,75,52
S151,三年D班,英文,60,70,61,75,52
S151,三年D班,數學,81,85,96,75,52
S151,三年D班,自然,38,30,29,75,52
S151,三年D班,社會,73,80,79,75,52
S152,三年D班,國文,54,46,37,92,66
S152,三年D班,英文,79,82,59,92,66
S152,三年D班,數學,56,68,49,92,66
S152,三年D班,自然,83,83,84,92,66
S152,三年D班,社會,68,80,66,92,66
S153,三年D班,國文,52,65,67,87,83
S153,三年D班,英文,63,58,77,87,83
S153,三年D班,數學,74,64,70,87,83
S153,三年D班,自然,43,33,31,87,83
S153,三年D班,社會,93,92,87,87,83
S154,三年D班,國文,73,76,77,73,94
S154,三年D班,英文,61,60,42,73,94
S154,三年D班,數學,33,39,49,73,94
S154,三年D班,自然,80,93,80,73,94
S154,三年D班,社會,68,80,82,73,94
S155,三年D班,國文,79,58,72,74,78
S155,三年D班,英文,44,47,43,74,78
S155,三年D班,數學,43,34,36,74,78
S155,三年D班,自然,67,59,74,74,78
S155,三年D班,社會,85,86,87,74,78
S156,三年D班,國文,73,92,88,71,90
S156,三年D班,英文,61,66,61,71,90
S156,三年D班,數學,43,37,56,71,90
S156,三年D班,自然,81,87,82,71,90
S156,三年D班,社會,80,73,64,71,90
S157,三年D班,國文,56,74,73,95,87
S157,三年D班,英文,100,100,100,95,87
S157,三年D班,數學,76,88,100,95,87
S157,三年D班,自然,65,59,61,95,87
S157,三年D班,社會,58,58,56,95,87
S158,三年D班,國文,72,74,83,97,51
S158,三年D班,英文,68,89,73,97,51
S158,三年D班,數學,74,78,84,97,51
S158,三年D班,自然,66,61,60,97,51
S158,三年D班,社會,78,87,97,97,51
S159,三年D班,國文,72,66,70,72,81
S159,三年D班,英文,95,91,100,72,81
S159,三年D班,數學,98,100,100,72,81
S159,三年D班,自然,45,46,55,72,81
S159,三年D班,社會,85,79,81,72,81
S160,三年D班,國文,56,69,69,85,64
S160,三年D班,英文,70,71,76,85,64
S160,三年D班,數學,43,33,34,85,64
S160,三年D班,自然,63,54,62,85,64
S160,三年D班,社會,67,65,82,85,64
S161,三年D班,國文,62,72,61,71,81
S161,三年D班,英文,78,97,89,71,81
S161,三年D班,數學,58,42,60,71,81
S161,三年D班,自然,93,97,96,71,81
S161,三年D班,社會,90,100,96,71,81
S162,三年D班,國文,86,96,90,76,85
S162,三年D班,英文,72,86,77,76,85
S162,三年D班,數學,51,34,36,76,85
S162,三年D班,自然,61,70,57,76,85
S162,三年D班,社會,68,78,72,76,85
S163,三年D班,國文,75,65,54,92,81
S163,三年D班,英文,77,69,58,92,81
S163,三年D班,數學,50,50,43,92,81
S163,三年D班,自然,80,81,70,92,81
S163,三年D班,社會,89,88,84,92,81
S164,三年D班,國文,68,79,76,70,61
S164,三年D班,英文,65,49,73,70,61
S164,三年D班,數學,81,100,98,70,61
S164,三年D班,自然,74,78,81,70,61
S164,三年D班,社會,67,67,58,70,61
S165,三年D班,國文,87,96,72,93,60
S165,三年D班,英文,71,73,86,93,60
S165,三年D班,數學,57,54,49,93,60
S165,三年D班,自然,55,53,49,93,60
S165,三年D班,社會,52,51,51,93,60
S166,三年D班,國文,83,94,84,60,83
S166,三年D班,英文,100,100,100,60,83
S166,三年D班,數學,64,65,66,60,83
S166,三年D班,自然,57,65,59,60,83
S166,三年D班,社會,64,65,70,60,83
S167,三年D班,國文,71,70,62,99,94
S167,三年D班,英文,85,81,97,99,94
S167,三年D班,數學,62,77,78,99,94
S167,三年D班,自然,78,84,87,99,94
S167,三年D班,社會,76,70,71,99,94
S168,三年D班,國文,80,85,80,91,73
S168,三年D班,英文,72,77,67,91,73
S168,三年D班,數學,64,79,53,91,73
S168,三年D班,自然,71,70,71,91,73
S168,三年D班,社會,71,75,70,91,73
S169,三年D班,國文,68,63,84,90,74
S169,三年D班,英文,76,79,88,90,74
S169,三年D班,數學,86,72,71,90,74
S169,三年D班,自然,61,60,68,90,74
S169,三年D班,社會,77,83,76,90,74
S170,三年D班,國文,64,73,78,65,65
S170,三年D班,英文,86,84,83,65,65
S170,三年D班,數學,33,36,65,65,65
S170,三年D班,自然,69,55,58,65,65
S170,三年D班,社會,63,69,62,65,65
S171,三年D班,國文,71,66,68,78,84
S171,三年D班,英文,58,75,59,78,84
S171,三年D班,數學,71,79,89,78,84
S171,三年D班,自然,71,73,77,78,84
S171,三年D班,社會,77,77,73,78,84
S172,三年D班,國文,72,64,64,93,93
S172,三年D班,英文,66,66,66,93,93
S172,三年D班,數學,57,68,71,93,93
S172,三年D班,自然,50,47,48,93,93
S172,三年D班,社會,69,68,71,93,93
S173,三年D班,國文,49,49,61,73,91
S173,三年D班,英文,77,76,83,73,91
S173,三年D班,數學,70,61,55,73,91
S173,三年D班,自然,100,100,100,73,91
S173,三年D班,社會,81,90,92,73,91
S174,三年D班,國文,93,87,85,86,97
S174,三年D班,英文,57,39,40,86,97
S174,三年D班,數學,74,86,80,86,97
S174,三年D班,自然,57,84,71,86,97
S174,三年D班,社會,66,64,58,86,97
S175,三年D班,國文,75,99,84,95,97
S175,三年D班,英文,32,5,15,95,97
S175,三年D班,數學,62,76,73,95,97
S175,三年D班,自然,55,45,51,95,97
S175,三年D班,社會,79,82,73,95,97
S176,三年D班,國文,82,95,97,74,66
S176,三年D班,英文,64,54,63,74,66
S176,三年D班,數學,39,55,39,74,66
S176,三年D班,自然,67,54,59,74,66
S176,三年D班,社會,63,56,70,74,66
S177,三年D班,國文,66,55,59,74,97
S177,三年D班,英文,79,72,75,74,97
S177,三年D班,數學,66,75,58,74,97
S177,三年D班,自然,79,83,88,74,97
S177,三年D班,社會,80,86,78,74,97
S178,三年D班,國文,75,84,84,92,77
S178,三年D班,英文,48,49,50,92,77
S178,三年D班,數學,50,50,46,92,77
S178,三年D班,自然,87,96,87,92,77
S178,三年D班,社會,88,79,100,92,77
S179,三年D班,國文,76,84,70,88,89
S179,三年D班,英文,87,96,98,88,89
S179,三年D班,數學,93,89,86,88,89
S179,三年D班,自然,66,75,73,88,89
S179,三年D班,社會,80,90,85,88,89
S180,三年D班,國文,65,68,63,61,74
S180,三年D班,英文,63,84,70,61,74
S180,三年D班,數學,60,59,80,61,74
S180,三年D班,自然,72,77,78,61,74
S180,三年D班,社會,85,98,99,61,74
S181,三年D班,國文,75,87,91,94,55
S181,三年D班,英文,66,64,71,94,55
S181,三年D班,數學,50,63,67,94,55
S181,三年D班,自然,65,58,54,94,55
S181,三年D班,社會,72,74,80,94,55
S182,三年D班,國文,90,83,89,68,55
S182,三年D班,英文,59,53,52,68,55
S182,三年D班,數學,79,93,98,68,55
S182,三年D班,自然,63,57,76,68,55
S182,三年D班,社會,57,70,60,68,55
S183,三年D班,國文,63,80,63,96,60
S183,三年D班,英文,92,99,79,96,60
S183,三年D班,數學,45,59,63,96,60
S183,三年D班,自然,64,74,75,96,60
S183,三年D班,社會,65,65,65,96,60
S184,三年D班,國文,87,82,88,82,55
S184,三年D班,英文,62,59,65,82,55
S184,三年D班,數學,67,66,64,82,55
S184,三年D班,自然,49,65,76,82,55
S184,三年D班,社會,81,95,82,82,55
S185,三年D班,國文,52,62,59,89,65
S185,三年D班,英文,53,49,49,89,65
S185,三年D班,數學,59,55,72,89,65
S185,三年D班,自然,50,25,30,89,65
S185,三年D班,社會,58,74,52,89,65
S186,三年D班,國文,82,76,97,78,79
S186,三年D班,英文,81,79,72,78,79
S186,三年D班,數學,63,78,63,78,79
S186,三年D班,自然,69,73,88,78,79
S186,三年D班,社會,61,55,69,78,79
S187,三年E班,國文,74,75,86,70,95
S187,三年E班,英文,82,100,88,70,95
S187,三年E班,數學,60,59,72,70,95
S187,三年E班,自然,54,63,66,70,95
S187,三年E班,社會,71,90,86,70,95
S188,三年E班,國文,92,96,100,72,50
S188,三年E班,英文,63,70,57,72,50
S188,三年E班,數學,49,64,62,72,50
S188,三年E班,自然,49,49,57,72,50
S188,三年E班,社會,72,91,87,72,50
S189,三年E班,國文,69,71,78,98,69
S189,三年E班,英文,77,78,69,98,69
S189,三年E班,數學,87,85,84,98,69
S189,三年E班,自然,58,72,57,98,69
S189,三年E班,社會,84,87,86,98,69
S190,三年E班,國文,86,96,99,73,94
S190,三年E班,英文,65,69,72,73,94
S190,三年E班,數學,41,48,40,73,94
S190,三年E班,自然,52,42,47,73,94
S190,三年E班,社會,64,74,65,73,94
S191,三年E班,國文,78,90,90,72,50
S191,三年E班,英文,83,94,94,72,50
S191,三年E班,數學,64,84,80,72,50
S191,三年E班,自然,71,75,69,72,50
S191,三年E班,社會,59,73,74,72,50
S192,三年E班,國文,94,94,89,90,80
S192,三年E班,英文,82,76,70,90,80
S192,三年E班,數學,76,77,91,90,80
S192,三年E班,自然,62,65,72,90,80
S192,三年E班,社會,68,75,78,90,80
S193,三年E班,國文,82,75,88,100,84
S193,三年E班,英文,52,56,56,100,84
S193,三年E班,數學,52,55,60,100,84
S193,三年E班,自然,82,85,75,100,84
S193,三年E班,社會,73,76,81,100,84
S194,三年E班,國文,96,100,100,93,69
S194,三年E班,英文,87,81,74,93,69
S194,三年E班,數學,67,96,85,93,69
S194,三年E班,自然,64,64,50,93,69
S194,三年E班,社會,71,66,70,93,69
S195,三年E班,國文,73,81,81,80,62
S195,三年E班,英文,71,85,80,80,62
S195,三年E班,數學,64,75,65,80,62
S195,三年E班,自然,58,70,68,80,62
S195,三年E班,社會,67,71,73,80,62
S196,三年E班,國文,74,65,68,87,75
S196,三年E班,英文,62,50,57,87,75
S196,三年E班,數學,39,61,48,87,75
S196,三年E班,自然,86,100,85,87,75
S196,三年E班,社會,79,79,79,87,75
S197,三年E班,國文,81,82,87,99,66
S197,三年E班,英文,39,52,47,99,66
S197,三年E班,數學,51,58,59,99,66
S197,三年E班,自然,73,82,73,99,66
S197,三年E班,社會,76,69,67,99,66
S198,三年E班,國文,61,63,73,90,74
S198,三年E班,英文,86,86,94,90,74
S198,三年E班,數學,83,83,63,90,74
S198,三年E班,自然,60,54,55,90,74
S198,三年E班,社會,84,84,79,90,74
S199,三年E班,國文,70,68,57,80,81
S199,三年E班,英文,57,64,49,80,81
S199,三年E班,數學,57,74,70,80,81
S199,三年E班,自然,63,60,50,80,81
S199,三年E班,社會,70,61,61,80,81
S200,三年E班,國文,62,79,57,68,68
S200,三年E班,英文,31,20,34,68,68
S200,三年E班,數學,64,55,49,68,68
S200,三年E班,自然,61,63,46,68,68
S200,三年E班,社會,66,62,71,68,68
S201,三年E班,國文,87,87,80,68,58
S201,三年E班,英文,34,45,55,68,58
S201,三年E班,數學,79,76,70,68,58
S201,三年E班,自然,71,72,76,68,58
S201,三年E班,社會,84,90,88,68,58
S202,三年E班,國文,99,100,100,96,73
S202,三年E班,英文,36,23,16,96,73
S202,三年E班,數學,56,59,70,96,73
S202,三年E班,自然,62,62,59,96,73
S202,三年E班,社會,59,53,56,96,73
S203,三年E班,國文,89,97,91,94,99
S203,三年E班,英文,83,89,93,94,99
S203,三年E班,數學,54,54,44,94,99
S203,三年E班,自然,61,61,59,94,99
S203,三年E班,社會,90,91,89,94,99
S204,三年E班,國文,62,62,76,99,67
S204,三年E班,英文,86,82,91,99,67
S204,三年E班,數學,86,92,97,99,67
S204,三年E班,自然,100,100,100,99,67
S204,三年E班,社會,57,51,63,99,67
S205,三年E班,國文,50,41,46,70,63
S205,三年E班,英文,62,54,64,70,63
S205,三年E班,數學,71,72,71,70,63
S205,三年E班,自然,84,82,97,70,63
S205,三年E班,社會,67,83,67,70,63
S206,三年E班,國文,72,84,72,87,89
S206,三年E班,英文,87,97,95,87,89
S206,三年E班,數學,38,45,52,87,89
S206,三年E班,自然,79,94,94,87,89
S206,三年E班,社會,76,70,74,87,89
S207,三年E班,國文,74,82,89,72,52
S207,三年E班,英文,35,38,36,72,52
S207,三年E班,數學,75,94,100,72,52
S207,三年E班,自然,61,66,77,72,52
S207,三年E班,社會,55,42,58,72,52
S208,三年E班,國文,59,72,71,80,66
S208,三年E班,英文,64,75,60,80,66
S208,三年E班,數學,67,69,65,80,66
S208,三年E班,自然,82,94,100,80,66
S208,三年E班,社會,64,72,71,80,66
S209,三年E班,國文,74,76,77,88,51
S209,三年E班,英文,55,71,58,88,51
S209,三年E班,數學,76,74,82,88,51
S209,三年E班,自然,44,70,61,88,51
S209,三年E班,社會,56,64,57,88,51
S210,三年E班,國文,63,41,46,100,91
S210,三年E班,英文,47,56,58,100,91
S210,三年E班,數學,68,60,47,100,91
S210,三年E班,自然,69,76,79,100,91
S210,三年E班,社會,82,80,74,100,91
S211,三年E班,國文,69,85,80,94,91
S211,三年E班,英文,70,69,65,94,91
S211,三年E班,數學,73,60,73,94,91
S211,三年E班,自然,67,73,67,94,91
S211,三年E班,社會,69,69,65,94,91
S212,三年E班,國文,68,61,77,71,90
S212,三年E班,英文,79,97,71,71,90
S212,三年E班,數學,65,69,61,71,90
S212,三年E班,自然,92,92,93,71,90
S212,三年E班,社會,74,84,70,71,90
S213,三年E班,國文,74,79,72,81,54
S213,三年E班,英文,60,72,71,81,54
S213,三年E班,數學,38,24,38,81,54
S213,三年E班,自然,67,55,48,81,54
S213,三年E班,社會,78,71,68,81,54
S214,三年E班,國文,59,65,59,86,65
S214,三年E班,英文,32,36,37,86,65
S214,三年E班,數學,62,73,73,86,65
S214,三年E班,自然,54,69,62,86,65
S214,三年E班,社會,56,62,73,86,65
S215,三年E班,國文,81,91,86,90,81
S215,三年E班,英文,83,90,71,90,81
S215,三年E班,數學,61,35,47,90,81
S215,三年E班,自然,72,77,64,90,81
S215,三年E班,社會,80,92,88,90,81
S216,三年E班,國文,75,78,85,86,62
S216,三年E班,英文,72,76,71,86,62
S216,三年E班,數學,66,51,38,86,62
S216,三年E班,自然,82,91,90,86,62
S216,三年E班,社會,62,53,71,86,62
S217,三年E班,國文,87,84,77,100,89
S217,三年E班,英文,79,88,94,100,89
S217,三年E班,數學,81,89,78,100,89
S217,三年E班,自然,76,100,87,100,89
S217,三年E班,社會,73,82,73,100,89
S218,三年E班,國文,72,77,72,85,80
S218,三年E班,英文,89,100,97,85,80
S218,三年E班,數學,78,80,81,85,80
S218,三年E班,自然,78,90,94,85,80
S218,三年E班,社會,73,71,72,85,80
S219,三年E班,國文,72,76,71,100,79
S219,三年E班,英文,53,54,42,100,79
S219,三年E班,數學,53,54,44,100,79
S219,三年E班,自然,96,100,94,100,79
S219,三年E班,社會,65,69,61,100,79
S220,三年E班,國文,60,71,72,95,95
S220,三年E班,英文,57,50,53,95,95
S220,三年E班,數學,39,34,56,95,95
S220,三年E班,自然,69,72,56,95,95
S220,三年E班,社會,77,66,73,95,95
S221,三年E班,國文,62,76,77,88,89
S221,三年E班,英文,64,79,74,88,89
S221,三年E班,數學,70,68,70,88,89
S221,三年E班,自然,78,80,79,88,89
S221,三年E班,社會,66,52,59,88,89
S222,三年E班,國文,66,69,56,72,54
S222,三年E班,英文,55,71,54,72,54
S222,三年E班,數學,61,52,55,72,54
S222,三年E班,自然,76,77,71,72,54
S222,三年E班,社會,77,87,91,72,54
S223,三年E班,國文,67,68,67,99,60
S223,三年E班,英文,46,46,48,99,60
S223,三年E班,數學,68,74,81,99,60
S223,三年E班,自然,70,64,72,99,60
S223,三年E班,社會,64,82,78,99,60
S224,三年E班,國文,80,76,58,80,59
S224,三年E班,英文,61,51,71,80,59
S224,三年E班,數學,57,34,38,80,59
S224,三年E班,自然,60,53,48,80,59
S224,三年E班,社會,69,76,64,80,59
S225,三年E班,國文,64,56,64,63,88
S225,三年E班,英文,73,63,70,63,88
S225,三年E班,數學,53,54,75,63,88
S225,三年E班,自然,62,74,80,63,88
S225,三年E班,社會,70,76,80,63,88
S226,三年E班,國文,72,82,75,88,97
S226,三年E班,英文,86,91,84,88,97
S226,三年E班,數學,62,40,59,88,97
S226,三年E班,自然,100,100,94,88,97
S226,三年E班,社會,90,81,85,88,97
S227,三年E班,國文,75,86,84,68,62
S227,三年E班,英文,42,33,31,68,62
S227,三年E班,數學,73,81,67,68,62
S227,三年E班,自然,71,69,77,68,62
S227,三年E班,社會,72,77,89,68,62
S228,三年E班,國文,81,93,80,97,80
S228,三年E班,英文,66,64,69,97,80
S228,三年E班,數學,55,44,65,97,80
S228,三年E班,自然,76,84,80,97,80
S228,三年E班,社會,82,94,88,97,80
S229,三年E班,國文,92,100,100,71,98
S229,三年E班,英文,53,48,36,71,98
S229,三年E班,數學,39,27,26,71,98
S229,三年E班,自然,84,89,83,71,98
S229,三年E班,社會,79,91,91,71,98
S230,三年E班,國文,62,66,61,94,95
S230,三年E班,英文,94,100,100,94,95
S230,三年E班,數學,79,97,83,94,95
S230,三年E班,自然,62,72,73,94,95
S230,三年E班,社會,98,98,99,94,95
